player,card_number,set_name,year,sport,team,category,insert_name,is_rookie
Brent Rooker,91A-BRO,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Auto,1991 Topps Autograph,False
Bryson Stott,91A-BS,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,1991 Topps Autograph,False
Blake Snell,91A-BSN,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,1991 Topps Autograph,False
Mark Buehrle,91A-BUE,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,1991 Topps Autograph,False
Brian Wilson,91A-BWI,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Auto,1991 Topps Autograph,False
Cam Smith,91A-CAM,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,1991 Topps Autograph,False
Cecil Fielder,91A-CEC,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Auto,1991 Topps Autograph,False
Colton Cowser,91A-COW,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,1991 Topps Autograph,False
Eric Davis,91A-DAV,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Auto,1991 Topps Autograph,False
Andruw Jones,91A-DRU,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,1991 Topps Autograph,False
Darryl Strawberry,91A-DST,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,1991 Topps Autograph,False
Eric Gagne,91A-EG,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,1991 Topps Autograph,False
Fergie Jenkins,91A-FJ,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,1991 Topps Autograph,False
Fred McGriff,91A-FM,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,1991 Topps Autograph,False
George Kirby,91A-GK,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,1991 Topps Autograph,False
Gary Sheffield,91A-GS,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,1991 Topps Autograph,False
Jazz Chisholm Jr.,91A-JAZ,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,1991 Topps Autograph,False
Jasson Domínguez,91A-JD,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,1991 Topps Autograph,False
Jim Edmonds,91A-JE,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,1991 Topps Autograph,False
Jackson Holliday,91A-JH,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,1991 Topps Autograph,False
Jared Jones,91A-JJO,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Auto,1991 Topps Autograph,False
John Kruk,91A-JK,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,1991 Topps Autograph,False
Jorge Posada,91A-JP,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,1991 Topps Autograph,False
Jim Palmer,91A-JPA,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,1991 Topps Autograph,False
Jim Rice,91A-JRI,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,1991 Topps Autograph,False
Johan Santana,91A-JSA,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,1991 Topps Autograph,False
Kyle Tucker,91A-KT,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,1991 Topps Autograph,False
Kerry Wood,91A-KW,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,1991 Topps Autograph,False
Steven Kwan,91A-KWA,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Auto,1991 Topps Autograph,False
Lawrence Butler,91A-LB,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Auto,1991 Topps Autograph,False
Luis Castillo,91A-LC,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,1991 Topps Autograph,False
Rhett Lowder,91A-LOW,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Auto,1991 Topps Autograph,False
Mason Miller,91A-MAS,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Auto,1991 Topps Autograph,False
Max Fried,91A-MF,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,1991 Topps Autograph,False
Michael Harris II,91A-MH,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,1991 Topps Autograph,False
Nico Hoerner,91A-NH,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,1991 Topps Autograph,False
Andy Pettitte,91A-PET,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,1991 Topps Autograph,False
Paul Konerko,91A-PK,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,1991 Topps Autograph,False
Paul O'neill,91A-PO,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,1991 Topps Autograph,False
Ryan Howard,91A-RH,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,1991 Topps Autograph,False
Robin Ventura,91A-RV,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,1991 Topps Autograph,False
Steve Carlton,91A-SC,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,1991 Topps Autograph,False
Spencer Schwellenbach,91A-SCH,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,1991 Topps Autograph,False
Matt Shaw,91A-SHA,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,1991 Topps Autograph,False
John Smoltz,91A-SMO,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,1991 Topps Autograph,False
Tim Salmon,91A-TS,2026 Topps Series 1 Baseball,2026,Baseball,California Angels,Auto,1991 Topps Autograph,False
Trea Turner,91A-TT,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,1991 Topps Autograph,False
Vince Coleman,91A-VC,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,1991 Topps Autograph,False
Logan Webb,91A-WEB,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Auto,1991 Topps Autograph,False
Zach Neto,91A-ZN,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Auto,1991 Topps Autograph,False
Alex Freeland,91A-AF,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,1991 Topps Autograph,True
Anthony Seigler,91A-ANT,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,1991 Topps Autograph,True
Barry Bonds,91A-BAR,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Auto,1991 Topps Autograph,False
Bubba Chandler,91A-BC,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Auto,1991 Topps Autograph,True
Brice Matthews,91A-BM,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,1991 Topps Autograph,True
Billy Williams,91A-BWS,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,1991 Topps Autograph,False
Barry Zito,91A-BZ,2026 Topps Series 1 Baseball,2026,Baseball,Oakland Athletics,Auto,1991 Topps Autograph,False
CJ Abrams,91A-CA,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Auto,1991 Topps Autograph,False
Jac Caglianone,91A-CAG,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Auto,1991 Topps Autograph,True
Jose Canseco,91A-CAN,2026 Topps Series 1 Baseball,2026,Baseball,Oakland Athletics,Auto,1991 Topps Autograph,False
Cam Schlittler,91A-CAS,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,1991 Topps Autograph,True
Chase Burns,91A-CBU,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Auto,1991 Topps Autograph,True
Cade Horton,91A-CH,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,1991 Topps Autograph,False
Christian Moore,91A-CM,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Auto,1991 Topps Autograph,True
Colby Thomas,91A-COL,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Auto,1991 Topps Autograph,True
Colson Montgomery,91A-COM,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,1991 Topps Autograph,True
Chandler Simpson,91A-CSI,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Auto,1991 Topps Autograph,False
Chad Stevens,91A-CST,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Auto,1991 Topps Autograph,True
Carson Williams,91A-CW,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Auto,1991 Topps Autograph,True
Dylan Cease,91A-DC,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Auto,1991 Topps Autograph,False
Dennis Eckersley,91A-DE,2026 Topps Series 1 Baseball,2026,Baseball,Oakland Athletics,Auto,1991 Topps Autograph,False
Didier Fuentes,91A-DID,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,1991 Topps Autograph,True
Dontrelle Willis,91A-DON,2026 Topps Series 1 Baseball,2026,Baseball,Florida Marlins,Auto,1991 Topps Autograph,False
George Springer,91A-GSP,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Auto,1991 Topps Autograph,False
Hideki Matsui,91A-HM,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,1991 Topps Autograph,False
Brady House,91A-HOU,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Auto,1991 Topps Autograph,True
Ian Happ,91A-IH,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,1991 Topps Autograph,False
Junior Caminero,91A-JCA,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Auto,1991 Topps Autograph,False
Juan Gonzalez,91A-JG,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Auto,1991 Topps Autograph,False
Josh Jung,91A-JJU,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Auto,1991 Topps Autograph,False
Joe Rock,91A-JOE,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Auto,1991 Topps Autograph,True
Jack Perkins,91A-JPE,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Auto,1991 Topps Autograph,True
J.T. Realmuto,91A-JTR,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,1991 Topps Autograph,False
Juan Burgos,91A-JUA,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,1991 Topps Autograph,True
Kyle Teel,91A-KTE,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,1991 Topps Autograph,True
Lazaro Estrada,91A-LAZ,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Auto,1991 Topps Autograph,True
Lars Nootbaar,91A-LN,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,1991 Topps Autograph,False
Jacob Melton,91A-MEL,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,1991 Topps Autograph,True
Jacob Misiorowski,91A-MIS,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,1991 Topps Autograph,True
Owen Caissie,91A-OCA,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,1991 Topps Autograph,True
Otto Kemp,91A-OTT,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,1991 Topps Autograph,True
Prince Fielder,91A-PF,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,1991 Topps Autograph,False
Roman Anthony,91A-RAN,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,1991 Topps Autograph,True
Ryan Ritter,91A-RIT,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Auto,1991 Topps Autograph,True
Will Robertson,91A-ROB,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,1991 Topps Autograph,True
Ryan Zimmerman,91A-RZ,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Auto,1991 Topps Autograph,False
Samuel Basallo,91A-SB,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,1991 Topps Autograph,True
Ian Seymour,91A-SEY,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Auto,1991 Topps Autograph,True
Shinnosuke Ogasawara,91A-SHIN,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Auto,1991 Topps Autograph,True
Dylan Smith,91A-SMI,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Auto,1991 Topps Autograph,True
Scott Rolen,91A-SR,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,1991 Topps Autograph,False
Dave Stewart,91A-STE,2026 Topps Series 1 Baseball,2026,Baseball,Oakland Athletics,Auto,1991 Topps Autograph,False
Grant Taylor,91A-TAY,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,1991 Topps Autograph,True
Travis Adams,91A-TRA,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Auto,1991 Topps Autograph,True
Wyatt Langford,91A-WL,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Auto,1991 Topps Autograph,False
Yanquiel Fernández,91A-YAN,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Auto,1991 Topps Autograph,True
Andre Dawson,91A-AD,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,1991 Topps Autograph,False
Aaron Judge,91A-AJ,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,1991 Topps Autograph,False
Albert Pujols,91A-AP,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,1991 Topps Autograph,False
Adley Rutschman,91A-AR,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,1991 Topps Autograph,False
Alan Trammell,91A-AT,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Auto,1991 Topps Autograph,False
Byron Buxton,91A-BBU,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Auto,1991 Topps Autograph,False
Bo Jackson,91A-BJ,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Auto,1991 Topps Autograph,False
Barry Larkin,91A-BL,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Auto,1991 Topps Autograph,False
Buster Posey,91A-BP,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Auto,1991 Topps Autograph,False
Bobby Witt Jr.,91A-BW,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Auto,1991 Topps Autograph,False
Craig Biggio,91A-CBI,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,1991 Topps Autograph,False
Corbin Carroll,91A-CC,2026 Topps Series 1 Baseball,2026,Baseball,Arizona Diamondbacks,Auto,1991 Topps Autograph,False
Carlton Fisk,91A-CF,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,1991 Topps Autograph,False
Chipper Jones,91A-CJ,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,1991 Topps Autograph,False
Chase Utley,91A-CU,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,1991 Topps Autograph,False
Christian Yelich,91A-CY,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,1991 Topps Autograph,False
Derek Jeter,91A-DJ,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,1991 Topps Autograph,False
Don Mattingly,91A-DM,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,1991 Topps Autograph,False
Dale Murphy,91A-DMU,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,1991 Topps Autograph,False
David Ortiz,91A-DO,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,1991 Topps Autograph,False
David Wright,91A-DW,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,1991 Topps Autograph,False
Edgar Martinez,91A-EM,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,1991 Topps Autograph,False
Eddie Murray,91A-EMU,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,1991 Topps Autograph,False
Freddie Freeman,91A-FF,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,1991 Topps Autograph,False
Frank Thomas,91A-FT,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,1991 Topps Autograph,False
Fernando Tatis Jr.,91A-FTJ,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Auto,1991 Topps Autograph,False
George Brett,91A-GB,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Auto,1991 Topps Autograph,False
Greg Maddux,91A-GM,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,1991 Topps Autograph,False
Greg Maddux,91A-GMA,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,1991 Topps Autograph,False
Ichiro,91A-I,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,1991 Topps Autograph,False
Jeff Bagwell,91A-JB,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,1991 Topps Autograph,False
Johnny Bench,91A-JBE,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Auto,1991 Topps Autograph,False
Jackson Chourio,91A-JC,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,1991 Topps Autograph,False
José Ramírez,91A-JR,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Auto,1991 Topps Autograph,False
Jason Varitek,91A-JV,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,1991 Topps Autograph,False
Joey Votto,91A-JVO,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Auto,1991 Topps Autograph,False
Ken Griffey Jr.,91A-KG,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,1991 Topps Autograph,False
Larry Walker,91A-LWA,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Auto,1991 Topps Autograph,False
Miguel Cabrera,91A-MC,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Auto,1991 Topps Autograph,False
Mark Grace,91A-MG,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,1991 Topps Autograph,False
Manny Machado,91A-MM,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Auto,1991 Topps Autograph,False
Mark McGwire,91A-MMG,2026 Topps Series 1 Baseball,2026,Baseball,Oakland Athletics,Auto,1991 Topps Autograph,False
Mike Piazza,91A-MP,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,1991 Topps Autograph,False
Mike Schmidt,91A-MS,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,1991 Topps Autograph,False
Mike Trout,91A-MT,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Auto,1991 Topps Autograph,False
Nolan Arenado,91A-NA,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,1991 Topps Autograph,False
Nomar Garciaparra,91A-NG,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,1991 Topps Autograph,False
Nolan Ryan,91A-NR,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Auto,1991 Topps Autograph,False
Orel Hershiser,91A-OH,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,1991 Topps Autograph,False
Pete Alonso,91A-PA,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,1991 Topps Autograph,False
Paul Molitor,91A-PM,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,1991 Topps Autograph,False
Rod Carew,91A-RC,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Auto,1991 Topps Autograph,False
Roger Clemens,91A-RCL,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,1991 Topps Autograph,False
Randy Johnson,91A-RJ,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,1991 Topps Autograph,False
Reggie Jackson,91A-RJA,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,1991 Topps Autograph,False
Reggie Jackson,91A-RJK,2026 Topps Series 1 Baseball,2026,Baseball,Oakland Athletics,Auto,1991 Topps Autograph,False
Randy Johnson,91A-RJO,2026 Topps Series 1 Baseball,2026,Baseball,Arizona Diamondbacks,Auto,1991 Topps Autograph,False
Royce Lewis,91A-RL,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Auto,1991 Topps Autograph,False
Robin Yount,91A-RY,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,1991 Topps Autograph,False
Sandy Koufax,91A-SK,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,1991 Topps Autograph,False
Shohei Ohtani,91A-SO,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,1991 Topps Autograph,False
Sammy Sosa,91A-SS,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,1991 Topps Autograph,False
Tom Glavine,91A-TG,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,1991 Topps Autograph,False
Vladimir Guerrero,91A-VG,2026 Topps Series 1 Baseball,2026,Baseball,Montréal Expos,Auto,1991 Topps Autograph,False
Vladimir Guerrero,91A-VGU,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Auto,1991 Topps Autograph,False
Wade Boggs,91A-WB,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,1991 Topps Autograph,False
Will Clark,91A-WC,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Auto,1991 Topps Autograph,False
Yoshinobu Yamamoto,91A-YY,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,1991 Topps Autograph,False
Garrett Crochet,91AU-GC,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,1991 Topps Autograph,False
Hideo Nomo,91AU-NOMO,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,1991 Topps Autograph,False
Mike Trout,350,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Auto,Funko Pop Autograph,False
Luis Arraez,420,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Auto,Funko Pop Autograph,False
Andre Dawson,75YA-AD,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,75 Years Die Cut Autograph,False
Aaron Judge,75YA-AJ,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,75 Years Die Cut Autograph,False
Andruw Jones,75YA-AJO,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,75 Years Die Cut Autograph,False
Andrew McCutchen,75YA-AM,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Auto,75 Years Die Cut Autograph,False
Albert Pujols,75YA-APU,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Auto,75 Years Die Cut Autograph,False
Adley Rutschman,75YA-AR,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,75 Years Die Cut Autograph,False
Alan Trammell,75YA-AT,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Auto,75 Years Die Cut Autograph,False
Anthony Volpe,75YA-AV,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,75 Years Die Cut Autograph,False
Barry Bonds,75YA-BBO,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Auto,75 Years Die Cut Autograph,False
Bryce Harper,75YA-BH,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,75 Years Die Cut Autograph,False
Bo Jackson,75YA-BJ,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Auto,75 Years Die Cut Autograph,False
Barry Larkin,75YA-BL,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Auto,75 Years Die Cut Autograph,False
Bobby Witt Jr.,75YA-BW,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Auto,75 Years Die Cut Autograph,False
Craig Biggio,75YA-CB,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Auto,75 Years Die Cut Autograph,False
Corbin Carroll,75YA-CC,2026 Topps Series 1 Baseball,2026,Baseball,Arizona Diamondbacks,Auto,75 Years Die Cut Autograph,False
Carlton Fisk,75YA-CF,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,75 Years Die Cut Autograph,False
Chipper Jones,75YA-CJ,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,75 Years Die Cut Autograph,False
Clayton Kershaw,75YA-CK,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Auto,75 Years Die Cut Autograph,False
Cal Ripken Jr.,75YA-CR,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,75 Years Die Cut Autograph,False
Chase Utley,75YA-CU,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Auto,75 Years Die Cut Autograph,False
Christian Yelich,75YA-CY,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Auto,75 Years Die Cut Autograph,False
Derek Jeter,75YA-DJ,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,75 Years Die Cut Autograph,False
Don Mattingly,75YA-DM,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Auto,75 Years Die Cut Autograph,False
Dale Murphy,75YA-DMU,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,75 Years Die Cut Autograph,False
David Ortiz,75YA-DO,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Auto,75 Years Die Cut Autograph,False
Darryl Strawberry,75YA-DS,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,75 Years Die Cut Autograph,False
David Wright,75YA-DW,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Auto,75 Years Die Cut Autograph,False
Eddie Murray,75YA-EM,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Auto,75 Years Die Cut Autograph,False
Fernando Tatis Jr.,75YA-FT,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Auto,75 Years Die Cut Autograph,False
Frank Thomas,75YA-FTH,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Auto,75 Years Die Cut Autograph,False
George Brett,75YA-GB,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Auto,75 Years Die Cut Autograph,False
Greg Maddux,75YA-GM,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Auto,75 Years Die Cut Autograph,False
Greg Maddux,75YA-GMX,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Auto,75 Years Die Cut Autograph,False
Ichiro,75YA-I,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Auto,75 Years Die Cut Autograph,False
Ivan Rodriguez,75YA-IR,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Auto,75 Years Die Cut Autograph,False
