"name","address","city","state","country","zip","phone","email","facebook_url","instagram_url","website","x_url","discord","ebay_url","tcgplayer_url","types","hours","lat","lng","source","notes"
"Krav'n Comics","349 Upland Square Drive","Pottstown","PA","US","19464","+1 610-323-3868","","","","https://www.manta.com/c/mx48792/kravn-comics-llc","","","","","Comics","Mo off; Tu 13:00-18:00; We 11:00-21:00; Th,Sa 11:00-19:00; Fr 13:00-19:00; Su 11:00-17:00","40.2674863","-75.6558121","osm","OSM node/8177176036"
"SWIT Sports","18 Lightcap Road, Suite 1149","Pottstown","PA","US","19465","+1 484-369-6731","","","","https://www.switsport.com/","","","","","Sports","","40.2371627","-75.5719074","osm","OSM node/11952538771"
"MACE MERCHANDISE CARD & COIN","108 NORTH MAIN AVE","SCRANTON","PA","US","18504","(570) 346-6891","","www.facebook.com/macecoincard","","","","","","","TCG","","","","directory_list",""
"YAREM ENTERPRISES","321 SOUTH MAIN AVENUE","SCRANTON","PA","US","18504","(570) 346-2707","","","","https://www.dnb.com/business-directory/company-profiles.yarem_son_enterprise.caadf5d163054b992fa6cb2c3874a967.html","","","","","Cards","","","","directory_list",""
"Broadside Gaming","45 West King Street","Shippensburg","PA","US","17257","+1 717-477-6972","","","","https://broadsidegaming.com/","","","","","TCG","Mo-Th,Su 11:00-20:00; Fr-Sa 11:00-21:00","40.0504804","-77.5213432","osm","OSM node/11838234925"
"SPORTS ZONE TOYS & COMICS","359 MARKET ST","SUNBURY","PA","US","17801","(570) 898-5205","","","","https://comicbookstores.co/comic-shop/united-states/pennsylvania/sunbury/sports-zone-toys-comics/","","","","","Sports,Comics","","","","directory_list",""
"NASHCARDS PHILADELPHIA","130 W. MAIN ST STE 116","TRAPPE","PA","US","19426","(484) 973-6587","","","","https://nashcards.com/","","","","","TCG","","","","directory_list",""
"STEEL CITY COLLECTIBLES","1931 LINCOLN WAY","WHITE OAK","PA","US","15131","(412) 872-5504","","","","https://www.steelcitycollectibles.com/retail-locations","","","","","Collectibles","","","","directory_list",""
"COLLECTOR'S CORNER","2070 SAM RITTENBERG BLVD STE 292","CHARLESTON","SC","US","29407","(843) 224-3823","","","","https://www.lennar.com/new-homes/south-carolina/charleston/moncks-corner/cypress-preserve","","","","","Cards","","","","directory_list",""
"Collecting Problems","1682 Katy Ln","Fort Mill","SC","US","","(803) 833-2716","","","","https://collectingproblems.com/","","","","","Comics,Cards,Records,Toys,Collectibles","Mon-Wed 11am-2pm; Thu-Sun 11am-6pm","","","manual","Buy/sell/trade/appraise/consign; broad collectibles range"
"Baseball CardShopsinGreenville,SC|SportsMemorabiliaStores...","1038 N Pleasantburg Dr","Greenville","SC","US","","864-740-0226","","","","https://ballcardgenius.com/local-shop-finder/greenville-sc-baseball-card-shops/","","","","","Sports,TCG,Collectibles","","","","ddg_pass2",""
"BaseballCardShopsinGreenville,SC| Sports Memorabilia Stores...","2738 N Pleasantburg Dr","Greenville","SC","US","","864-203-2313","","","","https://ballcardgenius.com/local-shop-finder/greenville-sc-baseball-card-shops/","","","","","Sports,TCG,Collectibles","","","","ddg_targeted",""
"PSA Dealer: Bryan Sports Cards & More","500 Congaree Rd Ste# 8102","Greenville","SC","US","","864-203-7425","","","","https://ballcardgenius.com/local-shop-finder/greenville-sc-baseball-card-shops/","","","","","Sports,TCG,Collectibles","","","","ddg_targeted",""
"Warhammer","3026 South Morgans Point Road","Mount Pleasant","SC","US","29466","+18432160610","","","","https://www.warhammer.com","","","","","Hobby","","32.861688","-79.786277","osm","OSM node/13337521808"
"R&R Collectables","57355 for information. Huge selection ofcollectibledie cast cars","Myrtle Beach","SC","US","","8432157355","","","","https://www.bestprosintown.com/sc/myrtle-beach/r-and-r-collectibles-/","","","","","Collectibles","","","","ddg_pass2",""
"Grand Slam Cards & Comics","952 Mt Gallant Rd","Rock Hill","SC","US","","(803) 327-4414","grandslamrockhill@gmail.com","","","https://grandslamcardsrockhill.square.site/","","","","","Sports,MTG,Pokemon,Yu-Gi-Oh,Singles,Boxes","Mon-Fri 11am-7pm; Sat 11am-5pm; Sun Closed","","","manual","Live breaks; comics; wide TCG variety; pre-orders available"
"MEELYPOPS SC","9768 WARREN H ABERNATHY HWY STE 4","SPARTANBURG","SC","US","29301","(864) 577-5790","","","","WWW.SCMEELYPOPS.COM","","","","","Cards","","","","directory_list",""
"Here Be Books and Games","4650 Ladson Road","Summerville","SC","US","29485","+1-843-695-1498","","","","https://herebebooksandgames.com/","","","","","Games","Tu-Sa 10:00-18:00","32.9540339","-80.1620869","osm","OSM node/2192686045"
"Heroes & Villains","601 Kansas City Street, Suite 6","Rapid City","SD","US","57701","+1 605-791-0372","","","","https://heroesandvillains.shop/","","","","","Comics","Mo-Tu 10:00-18:00, We-Fr 10:00-20:00, Sa 10:00-17:00, Su closed","44.0787706","-103.2284483","osm","OSM node/13252984245"
"TRIPLE PLAY SPORTS CARDS INC.","3816 S. WESTERN AVE","SIOUX FALLS","SD","US","57105","(605) 332-4815","","","","https://www.loc8nearme.com/south-dakota/sioux-falls/triple-play-sports-cards/5704684/","","","","","Sports,TCG","","","","directory_list",""
"Lookout Games","1940 North Avenue, Suite 9","Spearfish","SD","US","57783","+1-605-717-2416","","","","https://www.lookoutgamesspear.com/","","","","","Games","We-Sa 15:00-22:00; Su 15:00-21:00","44.5045138","-103.8585159","osm","OSM node/9075206070"
"TNC SPORTS/TENNESSEE CARD","2829 BARTLETT BLVD.","BARTLETT","TN","US","38134","(901) 372-1408","","","","www.Tncsports.com","","","","","Sports,TCG","","","","directory_list",""
"Cranks Trading Card Gallery (TCG)","6851 Lee Hwy","Chattanooga","TN","US","37421","","","","","","","","","","Pokemon,MTG,Yu-Gi-Oh","Mon-Sat 10am-6pm","","","manual_seed","20+ player play area; pop-culture collectibles; same address as Marty's"
"Epikos","5864 Brainerd Road","Chattanooga","TN","US","37411","+14235314184","","","","https://www.epikosccg.com/","","","","","Games","Mo 17:00-21:00; Tu-Th 12:00-21:00; Fr-Sa 12:00-22:00; Su 13:00-21:00","35.0123529","-85.2110235","osm","OSM node/13045364857"
"Epikos Comics Cards & Games","5864 Brainerd Rd","Chattanooga","TN","US","37411","(423) 531-4184","","","","","","","","","MTG,Pokemon,Yu-Gi-Oh,D&D,Lorcana,Comics,Warhammer","Mon 5-9pm; Tue-Thu 12-9pm; Fri-Sat 12-10pm; Sun 1-9pm","","","manual_seed","Since 2011; comics, manga, board games, miniatures, Funko Pops; weekly meetups"
"Infinity Flux","3643 Hixson Pike","Chattanooga","TN","US","","(423) 591-5689","","","","https://www.bing.com/aclick?ld=e8B2-6V5RYGBOe9qhsrkkVfDVUCUyq0g7wbH8yNBB-vmI2ZG-R4yPk1eGcDP-t4jussdeKcBVb4Pf2zb8OF8ZiDRVjzxPX1WzmvRBEAnbtY-3UfWDv2Ldf1_GZ_8R7W0Oe81rCFp0lg4vQRl9WA_CVW_fZB4YLTD8Hgsq5dhAb8CvXu2-4UttE0duGtLNedJC5eeqc7A&u=aHR0cHMlM2ElMmYlMmZpbmZpbml0aWNoYXR0YW5vb2dhLmNvbSUyZm5ldy12ZWhpY2xlcyUyZiUzZnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZE1NNS1EZWFsZXIlMjZ1dG1fY29udGVudCUzZE5ld0NhciUyNnNkX2NhbXBhaWduJTNkTmV3Q2FyJTI2c2RfZGlnYWRwcm92JTNkc29rYWxtZWRpYSUyNnNkX2NoYW5uZWwlM2RzZWFyY2glMjZzZF9jYW1wYWlnbl90eXBlJTNkYmluZyUyNnNkX3Byb2dyYW0lM2R0aWVyMiUyNnNkX2RpZ2FkaWQlM2QlMjZzZF9kaWdhZGNpZCUzZDYwMjc3OTgzNiUyNnNkX2RpZ2Fka2V5d29yZCUzZElORklOSVRJJTI1MjBkZWFsZXIlMjZzZF9sb2NhdGlvbiUzZDY1MTIzJTI2c2RfcGxhY2VtZW50JTNkJTI2c2RfdGFyZ2V0aWQlM2Rrd2QtODA5NTE4OTE3MjU1MTMlMjZtc2Nsa2lkJTNkOGFiNzZmMDRlM2UyMTM1ZTJlMTIwNmRlNWFjNTVmZmMlMjZ1dG1fdGVybSUzZElORklOSVRJJTI1MjBkZWFsZXI&rlid=8ab76f04e3e2135e2e1206de5ac55ffc","","","","","MTG,Pokemon,Comics,Board Games,RPGs","Mon-Thu 12-7pm; Fri 12-8pm; Sat 11am-8pm; Sun 11am-7pm","","","manual","Chattanooga's largest locally-owned shop; buy/sell/trade comics, games, vinyl, toys, action figures"
"Marty's Sports Card Exchange","6851 Lee Hwy","Chattanooga","TN","US","37421","(423) 648-7037","","","","","","","","","Pokemon,MTG,Yu-Gi-Oh,Sports Cards","Mon-Sat 10am-6pm; Sun Closed","","","manual_seed","Same building as Cranks TCG; play area for 20+ players; pop-culture collectibles"
"All Star Case Breaks","7550 EAST BRAINER ROAD","CHATTANOOGA","TN","US","37421","(423) 894-3087","","","","https://www.bing.com/aclick?ld=e8C7njDZvy6PDaWgBwG645kDVUCUyKcQGBpivn29ICuInJPISHIk86DTccD810ZR8DPzzHvoDVIkYQDy8XdHGfUKbHrTzFTdsVwNIDxxFywKhpvOSClqm_ptRr_S1siRH_39t3DlmfGLgT3Lgfo8C-R4j_VDI2zkqCND0RALunKWnwNTdzQ4T0ZB2AVAXlmvNSp3Fn_g&u=aHR0cHMlM2ElMmYlMmZjbHV0Y2hwYWNrcy5pbyUyZiUzZmN4ZCUzZDM1MDU2XzM1NjA4MiUyNnV0bV9jYW1wYWlnbiUzZEdvb2dsZS1HZW4tQ29tcC1haW1heCUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2bXNjbGtpZCUzZDJlMDIzY2Y1YmEzZjE5ZGI5YzAyNTUyZjAzMmU5ODU1&rlid=2e023cf5ba3f19db9c02552f032e9855","","","","","Sports,TCG","Mon-Thu 10am-6pm; Fri 10am-5pm","","","directory_list","Authorized Upper Deck group breaker; certified diamond dealer; Topps/Panini/Leaf; live breaks on YouTube & WhatNot"
"Bargy's Cards and Board Games","1995 Keith St NW, Suite C","Cleveland","TN","US","","(423) 458-1147","","","","https://www.cardshophub.com/states/tn/cleveland/bargy-s-cards-and-board-games","","","","","MTG,Yu-Gi-Oh,Pokemon,Board Games,RPGs","Mon-Thu 11am-9pm; Fri-Sat 11am-3am; Sun 12:30-7:30pm","","","manual","Weekly/monthly tournament events; singles & staples; serves Cleveland/Chattanooga/Ft Oglethorpe area"
"Bargy's Cards and Board Games","1995 Keith St NW, Suite C","Cleveland","TN","US","37311","(423) 458-1147","","","","","","","","","MTG,Yu-Gi-Oh,Pokemon,Board Games","Mon-Thu 11am-9pm; Fri-Sat 11am-3am; Sun 12:30-7:30pm","","","manual_seed","Weekly/monthly tournament events; singles & staples; serves Cleveland/Chattanooga/Ft Oglethorpe area"
"Quantum Sports","3384 Keith Street NW","Cleveland","TN","US","37312","+1-423-464-5026","","","","https://qsportsgroup.com/","","","","","Sports","Mo-Sa 10:30-18:00","35.1895798","-84.8653656","osm","OSM node/13169448303"
"TRIPLE CROWN SPORTS CARDS","7519 Capital Drive Germantown","Collierville","TN","US","38138","901-757-4080","","","","http://www.triplecrownsportscards.com/","","","","","Sports,TCG,Collectibles","","","","ddg_targeted",""
"ShoppingCookevilleTNTennessee+ Outlet Mall","2808 100 East Broad Street","Cookeville","TN","US","","931-528-2808","","","","http://www.discoverourtown.com/TN/Cookeville/Shopping-3415.html","","","","","Cards","","","","ddg_pass2",""
"Card Shops","209 S Royal Oaks Blvd #116Franklin","Franklin","TN","US","","(615) 790-2392","","","","https://www.tcdb.com/CardShops.cfm?MODE=VIEW&ShopID=2193","","","","","TCG","","","","ddg_targeted",""
"The Supply Place","100 product categories to","Jackson","TN","US","","(731) 300-3222","","","","https://aceofjackson.com/the-supply-place/","","","","","Cards","","","","ddg_targeted",""
"Play To Win Games","3903 Western Ave Knoxville","Knoxville","TN","US","","(865) 910-8357","","","","https://www.wvlt.tv/2026/04/05/7-tennessee-softball-takes-series-over-25-south-carolina/","","","","","Games","","","","ddg_targeted",""
"Sport Card Investments","6931 Maynardville Pike Ste AKnoxville","Knoxville","TN","US","","(865) 922-4442","","","","https://www.bing.com/aclick?ld=e8yBCBt74EkE19iqm0rnL_zDVUCUxUpNxRuDGpyBqxG_FRelfkbPRmNtEumu2hYNJjUo7LB42EM5A_c_zFdmYWNUJ52r9wOlKI92oWKHHozP3lTalPZTexR1I4d80lRTnL5KDth4dYmjBoaWqwOp6ccnvG1r3_K25lo6b1Q8mzpl0R0bV2vC2HyhmoB7y155CMNAHwag&u=aHR0cHMlM2ElMmYlMmZjbHV0Y2hwYWNrcy5pbyUyZiUzZmN4ZCUzZDM1MDU2XzM1NjA4MiUyNnV0bV9jYW1wYWlnbiUzZEdvb2dsZS1HZW4tQ29tcC1haW1heCUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2bXNjbGtpZCUzZDYzNDM2YjJkYzVlNzFjZDJmZDRiMDJmNzdjZGM4ODli&rlid=63436b2dc5e71cd2fd4b02f77cdc889b","","","","","Sports,TCG","","","","ddg_targeted",""
"SPORTS TREASURES","4819 N. BROADWAY","KNOXVILLE","TN","US","37918","(865) 688-2273","","","","https://www.loc8nearme.com/tennessee/knoxville/eddies-sports-treasures/5030689/","","","","","Sports","","","","directory_list",""
"UNDERDOG COLLECTIBLES","4452 WESTERN AVE","KNOXVILLE","TN","US","37921","(865) 219-3836","","","","www.udogcollect.com","","","","","Collectibles","","","","directory_list",""
"Antiques FurnitureStoresMaryvilleTn","1535 E Broadway AveMaryvilleTNZip Code: 37804 Phone: 865 982 0290","Maryville","TN","US","","865 982 0290","","","","http://www.furnitureworld.info/furniture-stores-usa/furniture-tn/antiques-furniture-stores-maryville-tn","","","","","Cards","","","","ddg_pass2",""
"GRAND SLAM COLLECTIBLES","1254 NW BROAD ST.","MURFREESBORO","TN","US","37129","(615) 809-2362","","","","Www.onlyatgrandslam.Com","","","","","Collectibles","","","","directory_list",""
"Tabletops Hobbies & Games","2645 Murfreesboro Pike","Nashville","TN","US","37217","+1-615-678-1489","","","","https://tabletopshobbiesandgames.crystalcommerce.com","","","","","Games","Mo-Sa 12:00-22:00","36.071595","-86.6379437","osm","OSM node/13372741350"
"Cranks Sports Trading Gallery","8898 Old Lee Hwy, Suite 110","Ooltewah","TN","US","37363","","","","","","","","","","Sports Cards,Memorabilia","Mon-Sat 10am-6pm","","","manual_seed","Dedicated sports cards location; sister store to Cranks TCG"
"DC SPORTS CARDS & COLLECTIBLES","125 MAXWELL STREET","PARSONS","TN","US","38363","(731) 257-1225","","","","https://deichcards.de | https://www.dennistheripper.de/","","","","","Sports,TCG,Collectibles","","","","directory_list",""
"Smokey Mountin Sports Card and Collectibles","1725 Waldens Creek Rd","Sevierville","TN","US","","865-774-5676","","","","https://www.merchantcircle.com/smokey-mountin-sports-card-and-collectibles-sevierville-tn","","","","","Sports,TCG,Collectibles","","","","ddg_pass2",""
"TEXAS SPORTS CARDS AND MEMORABILIA","308 E FM 1830 #13B","ARGYLE","TX","US","76226","(940) 241-3373","","","","https://texassportscardsandmemorabilia.com/","","","","","Sports,TCG,Collectibles","","","","directory_list",""
"Superiorsportsinvestments.com","2201 Brookhollow Plaza Dr Suite 145Arlington","Arlington","TX","US","","682-706-8990","","","","https://superiorsportsinvestments.com/","","","","","Sports","","","","ddg_targeted",""
"Bat City Games & Comics","5001 West US Highway 290 Service Road","Austin","TX","US","78735","+1-512-276-2870","","","","https://batcitygc.com/","","","","","Comics","","30.2330211","-97.821344","osm","OSM node/6315342722"
"Doggett Toyota Lift of South Texas","1618 Future Drive","Austin","TX","US","78754","+1-512-928-8700","","","","https://www.doggett.com/locations/material-handling-austin","","","","","Collectibles","Mo-Fr 07:30-17:00","30.3442425","-97.675084","osm","OSM way/384421413"
"Emerald Tavern Games and Cafe","9012 Research Boulevard, Suite C1","Austin","TX","US","78758","+1-512-994-4649","","","","https://www.emeraldtaverngames.com/","","","","","Games","Tu-Th 11:00-23:00; Fr 11:00-24:00; Sa 10:00-24:00; Su 10:00-21:00","30.3715088","-97.7245372","osm","OSM node/7255870318"
"Mothership Books and Games","2121 West Parmer Lane, Suite 119","Austin","TX","US","78727","+1-512-291-7399","","","","https://mothershipatx.com/","","","","","Games","Su-Fr 14:00-22:00; Sa 12:00-22:00","30.4161459","-97.6977189","osm","OSM node/11244878855"
"Pixel Haven Games & Collectibles","8557 Research Boulevard, Suite 142","Austin","TX","US","78758","+1-970-576-4785","","","","https://atxpixelhaven.com","","","","","Games","Su 12:00-20:00; Mo,Th-Sa 12:00-22:00; Tu 12:00-18:00; We 14:00-22:00","30.3617333","-97.7153858","osm","OSM node/13483850804"
"Wonko's Toys and Games","13776 Research Boulevard, Suite Suite 116","Austin","TX","US","78750","+1-512-335-1000","","","","http://www.wonkos.com","","","","","Games","Mo-Tu 12:00-22:00; We-Th 12:00-23:00; Fr 12:00-24:00; Sa 11:00-20:00; Su 11:00-18:00","30.4625975","-97.796587","osm","OSM node/13286392966"
"LUCKY 7 CARDS AND COLLECTIBLES","13945 N HWY 183 UNIT D-126","AUSTIN","TX","US","78717","(512) 775-9294","","","","www.lucky7cardshop.com","","","","","TCG,Collectibles","","","","directory_list",""
"Force of Will Gaming","1009 Main Street, Suite 2","Bastrop","TX","US","78602","+1-512-913-2846","","","","https://www.forceofwillgaming.com/","","","","","Games","Mo-We 12:00-20:00; Th 12:00-21:00; Fr 12:00-22:00; Sa-Su 11:00-20:00","30.1109841","-97.319855","osm","OSM node/11049576734"
"Primetime Sports Cardz","27650 Interstate 10 West, Suite suite 106","Boerne","TX","US","78015","+1-210-573-5772","","","","https://www.primetimesportscardz.com","","","","","Sports","Mo-Sa 11:00-18:00, Su 12:00-16:00","29.7093296","-98.6571596","osm","OSM node/13296090278"
"Geek Out","109 West Ellison Street","Burleson","TX","US","76028","+1-817-439-9777","","","","https://comicbookstores.co/comic-shop/united-states/texas/burleson/geek-out-2/","","","","","Games","","32.5419855","-97.3217433","osm","OSM node/13472136899"
"SAPPY'S SPORTS CARDS","3603 N JOESY LN","CARROLTON","TX","US","75007","(972) 395-9989","","https://www.facebook.com/groups/triplecards/ | https://sccards.it/","","","","","","","Sports,TCG","","","","directory_list",""
"SOUTHWEST CARD WORLD","4438 STATE HIGHWAY 6 SOUTH SUITE 503","COLLEGE STATION","TX","US","77845","(979) 485-9506","","","","Www.swcardworld.com","","","","","TCG","","","","directory_list",""
"THE ADVENTURE STADIUM","525 WOODLAND SQUARE BLVD SUITE 130","CONROE","TX","US","77382","(936) 273-3230","","","","www.theadventurebeginstx.com","","","","","Cards","","","","directory_list",""
"Cottens Collectibles","6410 Weber RD","Corpus Christi","TX","US","","361-334-0967","","","","https://cottenscollectibles.com/","","","","","Collectibles","","","","ddg_targeted",""
"Heroes Keep Games & Tavern","5945 McArdle Road, Suite 125","Corpus Christi","TX","US","78412","+1-361-462-4448","","","","https://www.heroeskeepgames.com/","","","","","Games","Mo-Su 12:00-00:00","27.7067186","-97.360786","osm","OSM node/13646936703"
"Trading Cards","4738 South Padre Island Drive","Corpus Christi","TX","US","","(361) 239-4277","","","","https://tronixcc.com/trading-cards","","","","","TCG","","","","ddg_targeted",""
"Keith's Comics","5400 East Mockingbird Lane","Dallas","TX","US","75206","+1 214-827-3060","teamcomics@gmail.comkeith","","","https://keithscomics.com/","","","","","Comics","Mo-Tu,Th 12:00-18:00; We,Fr-Sa 12:00-19:00; Su 12:00-17:00","32.8359919","-96.7755086","osm","OSM node/9318463627"
"DOC's Unique Collectibles LLC","2077 N. ZARAGOZA RD SUITE A-108ELPASO","El Paso","TX","US","","(915) 274-0486","","","","https://docsuniquecollectibles.com/","","","","","Collectibles","","","","ddg_pass2",""
"SciFi Factory","10716 North Beach Street","Fort Worth","TX","US","76244","+1-682-200-2611","","","","scifi-factory.com","","","","","Comics","","32.9290901","-97.2889059","osm","OSM node/4224209302"
"CARDS IN A BOX","3625 THE STAR BLVD","FRISCO","TX","US","75034","(972) 597-4497","","","","https://www.cardsinaboxllc.com/","","","","","TCG","","","","directory_list",""
"Indy RC World","2020 Saturn Road","Garland","TX","US","75041","+1-972-271-4844","","","","https://indyrcworld.com","","","","","Hobby","Mo 11:00-19:00; Tu 11:00-22:00; We-Th 11:00-19:00, Fr-Sa 11:00-22:00; Su 11:00-18:00","32.893389","-96.6473198","osm","OSM way/548730931"
"SMP SPORTSCARDS","1671 WEST NORTHWEST HIGHWAY","GRAPEVINE","TX","US","76135","(817) 251-1752","","","","https://www.smpsportcards.com/","","","","","Sports,TCG","","","","directory_list",""
"Quips 'N' Quotes","709 North 77 Sunshine Strip","Harlingen","TX","US","78550","+1-956-425-4647","","","","https://www.shopquips.com/","","","","","Hobby","Mo-Sa 10:00-17:00","26.1992474","-97.6814806","osm","OSM node/7782679994"
"Asgard Games","3302 South Shepherd Drive","Houston","TX","US","77098","+1-713-677-0699","","","","https://asgardgames.net/","","","","","Games","","29.7365705","-95.410961","osm","OSM node/13544914477"
"Where the Winds Blow","5608 Rampart Street","Houston","TX","US","77081","+1-2815787571","","","","https://wherethewindsblow.com/","","","","","Games","","29.7211949","-95.4903142","osm","OSM node/12840390790"
"HOUSTON SPORTS CONNECTION","12280 WESTHEIMER #12B","HOUSTON","TX","US","77077","(281) 589-9600","","","","www.houstonsportsconnection.net","","","","","Sports","","","","directory_list",""
"Gamers Grove","1212 14th Street","Huntsville","TX","US","77340","+1-936-435-1119","","","","https://gamersgrove.com/","","","","","Games","Tu-Sa 13:00-21:00; Su 15:00-21:00","30.720608","-95.5519814","osm","OSM way/976547633"
"Sound Money Coins and Collectibles","2828 North O'Connor Road","Irving","TX","US","75062","+1-469-524-3236","","","","https://soundmoneycoinsandcollectibles.com","","","","","Collectibles","","32.8455018","-96.9503436","osm","OSM node/11238497932"
"Heart of the Cards","1810 Junction Highway, Suite 106","Kerrville","TX","US","78028","+1-830-257-1155","","","","https://www.hotwire.com/Kerrville-Hotels-Romantic-Hotel.0-0-d7110-tRomanticHotel.Travel-Guide-Filter-Hotels","","","","","Games","Mo-Su 15:00-20:00; Tu off; We off","30.0691462","-99.1838005","osm","OSM node/10223865306"
"Mad Hatter's House of Games","1509 Texas Avenue","Lubbock","TX","US","79401","+1 806-763-4054","","","","https://madhattershouseofgames.com","","","","","Games","","33.5809634","-101.845445","osm","OSM node/4224994887"
"Gamer's Hollow","1506 South First Street","Lufkin","TX","US","75901","+1 936 899 7005","","","","http://www.gamershollowonline.com/","","","","","Games","","31.3209196","-94.7280182","osm","OSM node/4087729154"
"TEXAS ROADSHOW SHOP","1836 CANNON DRIVE, SUITE 300","MANSFIELD","TX","US","76063","(682) 400-8017","","","","https://roadshowcards.com/pages/roadshow-locations","","","","","Cards","","","","directory_list",""
"RJ DUKE SPORTS","400 N CENTRAL EXPY STE 109","MCKINNEY","TX","US","75070","(469) 885-1130","","","","https://rjdukesports.com/pages/about-us","","","","","Sports","","","","directory_list",""
"Funko Pop and Son","1410 North Conway Avenue, Suite B","Mission","TX","US","78572","+1-956-496-3985","","","","https://www.funkopopandsonllc.com/","","","","","Collectibles","We-Fr 12:00-20:00; Sa 11:00-20:00; Su 12:00-18:00","26.2202284","-98.3246795","osm","OSM node/13592766500"
"Bedrock City Comics","4831 State Highway 6 South","Missouri City","TX","US","77459","+1 832-987-1994","","","","https://www.bedrockcity.com/","","","","","Comics","Mo-Sa 10:00-19:00; Su 12:00-17:00; PH closed","29.5806279","-95.5799871","osm","OSM node/8732136878"
"BEAST SPORTS CARDS","8612 PRESTON RD, SUITE 114","PLANO","TX","US","75024","(972) 987-5550","","","","www.beastcards.com","","","","","Sports,TCG","","","","directory_list",""
"TRIPLE CARDS AND COLLECTIBLES","2452 K AVE","PLANO","TX","US","75074","(972) 509-5263","","https://www.facebook.com/groups/triplecards","","","","","","","TCG,Collectibles","","","","directory_list",""
"The Local Game Store","970 North Coit Road, Suite 3080","Richardson","TX","US","75080","+1-469-248-0242","","","","https://www.thelocalgamestore.com/","","","","","Games","Mo-Fr 18:00-22:00; Sa 15:00-23:00; Su 15:00-20:00","32.9616248","-96.7676821","osm","OSM node/9236165841"
"Baseball CardShopsinSanAntonio,TX|SportsMemorabilia...","2105 Vance Jackson Rd","San Antonio","TX","US","","210-844-4984","","","","https://ballcardgenius.com/local-shop-finder/san-antonio-tx-baseball-card-shops/","","","","","Sports,TCG,Collectibles","","","","ddg_pass2",""
"Black Potion","1900 Fredericksburg Road, Suite 101","San Antonio","TX","US","78201","+1-210-369-8750","","","","https://foxsanantonio.com/lifestyle-newsletter/black-potion-a-tabletop-game-tavern","","","","","Games","","29.4626705","-98.5239652","osm","OSM node/9848502130"
"Gamelot","7088 Bandera Road","San Antonio","TX","US","78238","+1-210-758-5589","","","","https://www.loc8nearme.com/texas/san-antonio/gamelot/8303706/","","","","","Games","","29.5007987","-98.626066","osm","OSM node/12256292703"
"BOOMTOWN SPORTS CARDS & COLLECTIBLES","10350 BANDERA RD","SAN ANTONIO","TX","US","78250","(210) 264-0543","boomtownsportsbreaks@gmail.com","","","https://boomtownsportscards.com/","","","","","Sports,TCG,Collectibles","","","","directory_list",""
"SPORTS CARDS PLUS","2251 LOCKHILL-SELMA RD.","SAN ANTONIO","TX","US","78230","(210) 524-2337","","","","www.SportsCardsPlusSA.com","","","","","Sports,TCG","","","","directory_list",""
"BANKSTON'S COMICS & SPORTSCARDS","1321 S. VALLEY MILLS DR","WACO","TX","US","76711","(254) 755-0070","","","","www.bankstons.com","","","","","Sports,Comics,TCG","","","","directory_list",""
"WIRTH COLLECTING","114 N. COLLEGE ST","WAXAHACHIE","TX","US","75165","(240) 462-2903","","","","https://www.loc8nearme.com/texas/waxahachie/wirth-collecting/8829510/","","","","","Cards","","","","directory_list",""
"Session Zero","109 North Main Street","Weatherford","TX","US","","+1-682-412-7200","","","","https://www.sessionzeroweatherford.com/","","","","","Comics","","32.7599679","-97.7975652","osm","OSM node/12474108961"
"Gamer's Inn Game Store","218 North West State Street, Suite 8","American Fork","UT","US","84003","+18019013104","","","","https://www.gamersinnutah.com/","","","","","Games","Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; PH","40.3818479","-111.8133559","osm","OSM node/8325477488"
"The Game Corner","41 N Main Street","Cedar City","UT","US","84720","+1-435-865-7774","","","","https://www.thegamecornergames.com/","","","","","Games","Mo-Sa 11:00-21:00; Su 11:00-18:00","37.6781532","-113.0620156","osm","OSM node/4746127185"
"New Game Plus","1980 North 2000 West, Suite 103","Farr West","UT","US","84404","+1-385-333-4074","","","","https://newgameplusut.com/","","","","","Games","Mo-Sa 10:00-22:00","41.2939695","-112.0272761","osm","OSM node/13464658603"
"Galaxy of Games","12488 South Rosecrest Road, Suite C1","Herriman","UT","US","84096","+1 801-332-9889","","","","https://galaxyof.games/","","","","","Games","Mo-Fr 12:00-22:00; Sa 10:00-22:00; Su 12:00-20:00","40.5244009","-112.0252061","osm","OSM node/13556562139"
"Dragon's Keep","189 East State Street","Lehi","UT","US","84043","+1 385-352-7544","","","","https://www.dragonskeep.com/locations/lehi","","","","","Games","Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 10:00-22:00","40.3968925","-111.84649","osm","OSM way/1006056613"
"Game Grid","400 Millpond Drive, Suite F","Lehi","UT","US","84043","+1 801 477 7680","","","","https://store.gglehi.com/","","","","","Games","Tu-Sa 11:00-22:00, Su-Mo 11:00-20:00","40.3834236","-111.8327824","osm","OSM node/3914022602"
