player,card_number,set_name,year,sport,team,category,insert_name,is_rookie
Kristian Campbell,367,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Insert,Chrome Variation,False
Brayan Rocchio,368,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Insert,Chrome Variation,False
Brandon Lowe,369,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,Chrome Variation,False
Addison Barger,370,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Insert,Chrome Variation,False
Yoshinobu Yamamoto,371,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Chrome Variation,False
Junior Caminero,380,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,Chrome Variation,False
Ryan McMahon,381,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,Chrome Variation,False
Bryson Stott,382,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Chrome Variation,False
Corbin Carroll,383,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Insert,Chrome Variation,False
Adolis García,384,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Insert,Chrome Variation,False
Carlos Rodón,385,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,Chrome Variation,False
Payton Tolle,386,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Insert,Chrome Variation,True
Kyle Stowers,395,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Insert,Chrome Variation,False
Cade Horton,396,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Insert,Chrome Variation,False
Ceddanne Rafaela,397,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Insert,Chrome Variation,False
Zach McKinstry,398,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,Chrome Variation,False
Jordan Walker,399,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Insert,Chrome Variation,False
Mickey Moniak,400,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Insert,Chrome Variation,False
Aaron Judge,1,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,League Leaders Chrome Variation,False
Trea Turner,1,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,League Leaders Chrome Variation,False
Kyle Schwarber,2,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,League Leaders Chrome Variation,False
Cal Raleigh,2,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,League Leaders Chrome Variation,False
Kyle Schwarber,3,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,League Leaders Chrome Variation,False
Cal Raleigh,3,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,League Leaders Chrome Variation,False
Oneil Cruz,4,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Insert,League Leaders Chrome Variation,False
José Caballero,4,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,League Leaders Chrome Variation,False
Freddy Peralta,5,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Insert,League Leaders Chrome Variation,False
Max Fried,5,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,League Leaders Chrome Variation,False
Logan Webb,6,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Insert,League Leaders Chrome Variation,False
Garrett Crochet,6,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Insert,League Leaders Chrome Variation,False
Paul Skenes,7,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Insert,League Leaders Chrome Variation,False
Tarik Skubal,7,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,League Leaders Chrome Variation,False
Robert Suarez,8,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Insert,League Leaders Chrome Variation,False
Carlos Estévez,8,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Insert,League Leaders Chrome Variation,False
Cal Raleigh,231,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,Record Breakers Chrome Variation,False
Pete Alonso,232,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Insert,Record Breakers Chrome Variation,False
Elly De La Cruz,233,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Insert,Record Breakers Chrome Variation,False
Riley Greene,234,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,Record Breakers Chrome Variation,False
Toronto Blue Jays,276,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Insert,AL Champions Chrome Variation,False
Los Angeles Dodgers,277,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,NL Champions Chrome Variation,False
Los Angeles Dodgers,311,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,World Series Highlights Chrome Variation,False
Toronto Blue Jays,312,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Insert,World Series Highlights Chrome Variation,False
Los Angeles Dodgers,313,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,World Series Highlights Chrome Variation,False
Miguel Cabrera,333,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,Turn Back the Clock Chrome Variation,False
Carlos Beltrán,334,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,Turn Back the Clock Chrome Variation,False
Derek Jeter,335,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,Turn Back the Clock Chrome Variation,False
Mike Piazza,336,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Insert,Turn Back the Clock Chrome Variation,False
Ichiro,337,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,Turn Back the Clock Chrome Variation,False
Philip Abner,372,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Insert,Quad Rookies Chrome Variation,True
Eduarniel Núñez,372,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Insert,Quad Rookies Chrome Variation,True
Didier Fuentes,372,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Insert,Quad Rookies Chrome Variation,True
Jonathan Pintaro,372,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Insert,Quad Rookies Chrome Variation,True
Nathan Church,373,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Insert,Quad Rookies Chrome Variation,True
Troy Johnston,373,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Insert,Quad Rookies Chrome Variation,True
Jacob Melton,373,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Insert,Quad Rookies Chrome Variation,True
Carlos Cortes,373,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Insert,Quad Rookies Chrome Variation,True
Cam Devanney,374,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Quad Rookies Chrome Variation,True
Chad Stevens,374,2026 Topps Heritage Baseball,2026,Baseball,Angels,Insert,Quad Rookies Chrome Variation,True
Brice Matthews,374,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Insert,Quad Rookies Chrome Variation,True
Ryan Ritter,374,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Insert,Quad Rookies Chrome Variation,True
Zachary Maxwell,375,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Insert,Quad Rookies Chrome Variation,True
Dylan Smith,375,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,Quad Rookies Chrome Variation,True
Paul Gervase,375,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Quad Rookies Chrome Variation,True
Jack Perkins,375,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Insert,Quad Rookies Chrome Variation,True
Will Banfield,376,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Insert,Quad Rookies Chrome Variation,True
C.J. Stubbs,376,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Insert,Quad Rookies Chrome Variation,True
Jimmy Crooks,376,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Insert,Quad Rookies Chrome Variation,True
Rafael Flores,376,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Quad Rookies Chrome Variation,True
Cody Freeman,377,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Insert,Quad Rookies Chrome Variation,True
Otto Kemp,377,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Quad Rookies Chrome Variation,True
Jeremiah Jackson,377,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Insert,Quad Rookies Chrome Variation,True
Bob Seymour,377,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,Quad Rookies Chrome Variation,True
Andry Lara,378,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Insert,Quad Rookies Chrome Variation,True
Wikelman González,378,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Insert,Quad Rookies Chrome Variation,True
Juan Burgos,378,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Insert,Quad Rookies Chrome Variation,True
Jacob Palisch,378,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Insert,Quad Rookies Chrome Variation,True
George Valera,379,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Insert,Quad Rookies Chrome Variation,True
Will Robertson,379,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Quad Rookies Chrome Variation,True
Colby Thomas,379,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Insert,Quad Rookies Chrome Variation,True
Tristin English,379,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Insert,Quad Rookies Chrome Variation,True
Dugan Darnell,387,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Insert,Quad Rookies Chrome Variation,True
Nick Raquet,387,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Insert,Quad Rookies Chrome Variation,True
Troy Melton,387,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,Quad Rookies Chrome Variation,True
Jack Little,387,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Quad Rookies Chrome Variation,True
Justin Dean,388,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Quad Rookies Chrome Variation,True
Tristan Peters,388,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,Quad Rookies Chrome Variation,True
Kenedy Corona,388,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Insert,Quad Rookies Chrome Variation,True
Drew Gilbert,388,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Insert,Quad Rookies Chrome Variation,True
Alan Rangel,389,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Quad Rookies Chrome Variation,True
Elvis Alvarado,389,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Insert,Quad Rookies Chrome Variation,True
Carson Seymour,389,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Insert,Quad Rookies Chrome Variation,True
Joe Rock,389,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,Quad Rookies Chrome Variation,True
Denzer Guzman,390,2026 Topps Heritage Baseball,2026,Baseball,Angels,Insert,Quad Rookies Chrome Variation,True
Maximo Acosta,390,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Insert,Quad Rookies Chrome Variation,True
Alex Freeland,390,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Quad Rookies Chrome Variation,True
Colson Montgomery,390,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Insert,Quad Rookies Chrome Variation,True
Taylor Rashi,391,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Insert,Quad Rookies Chrome Variation,True
Shinnosuke Ogasawara,391,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Insert,Quad Rookies Chrome Variation,True
Luinder Avila,391,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Insert,Quad Rookies Chrome Variation,True
PJ Poulin,391,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Insert,Quad Rookies Chrome Variation,True
Zach Cole,392,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Insert,Quad Rookies Chrome Variation,True
Jakob Marsee,392,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Insert,Quad Rookies Chrome Variation,True
Yanquiel Fernández,392,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Insert,Quad Rookies Chrome Variation,True
Petey Halpin,392,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Insert,Quad Rookies Chrome Variation,True
Mitch Farris,393,2026 Topps Heritage Baseball,2026,Baseball,Angels,Insert,Quad Rookies Chrome Variation,True
Andrew Alvarez,393,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Insert,Quad Rookies Chrome Variation,True
Joel Peguero,393,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Insert,Quad Rookies Chrome Variation,True
Kyle Backhus,393,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Insert,Quad Rookies Chrome Variation,True
Jack Winkler,394,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Insert,Quad Rookies Chrome Variation,True
Warming Bernabel,394,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Insert,Quad Rookies Chrome Variation,True
Kyle Karros,394,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Insert,Quad Rookies Chrome Variation,True
César Prieto,394,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Insert,Quad Rookies Chrome Variation,True
Aaron Judge,10,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,All-Star Logo Variation,False
Jacob Wilson,17,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Insert,All-Star Logo Variation,False
Paul Skenes,33,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Insert,All-Star Logo Variation,False
Vladimir Guerrero Jr.,46,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Insert,All-Star Logo Variation,False
Ronald Acuña Jr.,55,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Insert,All-Star Logo Variation,False
Javier Báez,107,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,All-Star Logo Variation,False
Manny Machado,143,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Insert,All-Star Logo Variation,False
Francisco Lindor,146,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Insert,All-Star Logo Variation,False
Riley Greene,152,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,All-Star Logo Variation,False
Kyle Tucker,187,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Insert,All-Star Logo Variation,False
Ryan O'Hearn,215,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Insert,All-Star Logo Variation,False
Ketel Marte,220,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Insert,All-Star Logo Variation,False
Gleyber Torres,243,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,All-Star Logo Variation,False
Pete Crow-Armstrong,261,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Insert,All-Star Logo Variation,False
Cal Raleigh,269,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,All-Star Logo Variation,False
Tarik Skubal,281,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,All-Star Logo Variation,False
Will Smith,282,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,All-Star Logo Variation,False
Shohei Ohtani,290,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,All-Star Logo Variation,False
Freddie Freeman,350,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,All-Star Logo Variation,False
Junior Caminero,380,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,All-Star Logo Variation,False
Aaron Judge,10,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,Image Variation,False
Jose Altuve,11,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Insert,Image Variation,False
Mookie Betts,12,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Image Variation,False
Eury Pérez,18,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Insert,Image Variation,False
Paul Skenes,33,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Image Variation,False
Vladimir Guerrero Jr.,46,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Insert,Image Variation,False
José Ramírez,52,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Insert,Image Variation,False
Ronald Acuña Jr.,55,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Insert,Image Variation,False
Rafael Devers,62,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Insert,Image Variation,False
Elly De La Cruz,70,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Insert,Image Variation,False
Bryce Harper,72,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Image Variation,False
Roman Anthony,86,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Insert,Image Variation,True
Jac Caglianone,136,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Insert,Image Variation,True
Jonah Tong,137,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Insert,Image Variation,True
Manny Machado,143,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Insert,Image Variation,False
Jacob Misiorowski,144,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Insert,Image Variation,True
Francisco Lindor,146,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Insert,Image Variation,False
Nolan McLean,150,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Insert,Image Variation,True
Kyle Schwarber,159,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Image Variation,False
Bobby Witt Jr.,160,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Insert,Image Variation,False
Mike Trout,163,2026 Topps Heritage Baseball,2026,Baseball,Angels,Insert,Image Variation,False
Samuel Basallo,175,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Insert,Image Variation,True
Kyle Teel,182,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Insert,Image Variation,True
Clayton Kershaw,190,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Image Variation,False
Chase Burns,212,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Insert,Image Variation,True
Julio Rodríguez,240,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,Image Variation,False
Giancarlo Stanton,250,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,Image Variation,False
Byron Buxton,253,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Insert,Image Variation,False
Pete Crow-Armstrong,261,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Insert,Image Variation,False
Bubba Chandler,265,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Image Variation,True
Andrew McCutchen,270,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Image Variation,False
Jackson Chourio,272,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Insert,Image Variation,False
Nick Kurtz,275,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Insert,Image Variation,False
Tarik Skubal,281,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,Image Variation,False
Randy Arozarena,286,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,Image Variation,False
Gunnar Henderson,287,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Insert,Image Variation,False
Shohei Ohtani,290,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Image Variation,False
James Wood,295,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Insert,Image Variation,False
Corey Seager,302,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Insert,Image Variation,False
Juan Soto,306,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Insert,Image Variation,False
Fernando Tatis Jr.,322,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Insert,Image Variation,False
Christian Yelich,332,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Insert,Image Variation,False
Wyatt Langford,340,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Insert,Image Variation,False
CJ Abrams,349,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Insert,Image Variation,False
Freddie Freeman,350,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Image Variation,False
Masyn Winn,358,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Insert,Image Variation,False
Yoshinobu Yamamoto,371,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Image Variation,False
Junior Caminero,380,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,Image Variation,False
Corbin Carroll,383,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Insert,Image Variation,False
Cade Horton,396,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Insert,Image Variation,False
Agustín Ramírez,13,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Insert,Alternate Banner Variation,False
Yordan Alvarez,25,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Insert,Alternate Banner Variation,False
Roki Sasaki,39,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Alternate Banner Variation,False
Hunter Greene,53,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Insert,Alternate Banner Variation,False
Mason Miller,65,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Insert,Alternate Banner Variation,False
Jacob DeGrom,98,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Insert,Alternate Banner Variation,False
George Springer,108,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Insert,Alternate Banner Variation,False
Luke Keaschall,116,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Insert,Alternate Banner Variation,False
Max Fried,130,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,Alternate Banner Variation,False
Riley Greene,152,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,Alternate Banner Variation,False
Brady House,153,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Insert,Alternate Banner Variation,True
Carson Williams,161,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,Alternate Banner Variation,True
Jung Hoo Lee,171,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Insert,Alternate Banner Variation,False
Trea Turner,183,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Alternate Banner Variation,False
Drake Baldwin,209,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Insert,Alternate Banner Variation,False
Jackson Holliday,218,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Insert,Alternate Banner Variation,False
Cal Raleigh,269,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,Alternate Banner Variation,False
Freddy Peralta,291,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Insert,Alternate Banner Variation,False
Oneil Cruz,308,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Alternate Banner Variation,False
Cade Horton,396,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Insert,Alternate Banner Variation,False
Roman Anthony,86,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Insert,Nickname Variation,True
Josh Naylor,129,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,Nickname Variation,False
Jac Caglianone,136,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Insert,Nickname Variation,True
Jonah Tong,137,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Insert,Nickname Variation,True
Kyle Schwarber,159,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Nickname Variation,False
Bobby Witt Jr.,160,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Insert,Nickname Variation,False
Jesús Luzardo,168,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Nickname Variation,False
Pete Crow-Armstrong,261,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Insert,Nickname Variation,False
Cal Raleigh,269,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,Nickname Variation,False
Junior Caminero,380,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,Nickname Variation,False
Jonathan Aranda,20,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,Throwback Jerseys Variation,False
Chandler Simpson,58,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,Throwback Jerseys Variation,False
Bryce Harper,72,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Throwback Jerseys Variation,False
Nolan Schanuel,117,2026 Topps Heritage Baseball,2026,Baseball,Angels,Insert,Throwback Jerseys Variation,False
Kyle Schwarber,159,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Throwback Jerseys Variation,False
Mike Trout,163,2026 Topps Heritage Baseball,2026,Baseball,Angels,Insert,Throwback Jerseys Variation,False
Jesús Luzardo,168,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Throwback Jerseys Variation,False
Trea Turner,183,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Throwback Jerseys Variation,False
Zach Neto,188,2026 Topps Heritage Baseball,2026,Baseball,Angels,Insert,Throwback Jerseys Variation,False
Junior Caminero,380,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,Throwback Jerseys Variation,False
Agustín Ramírez,13,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Insert,Black and White Image Variation,False
Nico Hoerner,28,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Insert,Black and White Image Variation,False
Eugenio Suárez,29,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,Black and White Image Variation,False
Andrew Abbott,31,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Insert,Black and White Image Variation,False
Edwin Díaz,36,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Black and White Image Variation,False
Harry Ford,59,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,Black and White Image Variation,True
Brooks Lee,60,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Insert,Black and White Image Variation,False
Dillon Dingler,73,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,Black and White Image Variation,False
Alec Bohm,81,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Black and White Image Variation,False
Logan Webb,82,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Insert,Black and White Image Variation,False
