card_number,player,team,category,insert_name,is_rookie
PP-19,Chase Brown,Cincinnati Bengals,Insert,Power Players,false
PP-20,Josh Jacobs,Green Bay Packers,Insert,Power Players,false
PP-21,Ja'Marr Chase,Cincinnati Bengals,Insert,Power Players,false
PP-22,Justin Jefferson,Minnesota Vikings,Insert,Power Players,false
PP-23,CeeDee Lamb,Dallas Cowboys,Insert,Power Players,false
PP-24,Puka Nacua,Los Angeles Rams,Insert,Power Players,false
PP-25,Malik Nabers,New York Giants,Insert,Power Players,false
PP-26,Amon-Ra St. Brown,Detroit Lions,Insert,Power Players,false
PP-27,Ladd McConkey,Los Angeles Chargers,Insert,Power Players,false
PP-28,Tetairoa McMillan,Carolina Panthers,Insert,Power Players,true
PP-29,Travis Hunter,Jacksonville Jaguars,Insert,Power Players,true
PP-30,Nico Collins,Houston Texans,Insert,Power Players,false
PP-31,Brock Bowers,Las Vegas Raiders,Insert,Power Players,false
PP-32,Trey McBride,Arizona Cardinals,Insert,Power Players,false
PP-33,George Kittle,San Francisco 49ers,Insert,Power Players,false
PP-34,Travis Kelce,Kansas City Chiefs,Insert,Power Players,false
PP-35,Tyler Warren,Indianapolis Colts,Insert,Power Players,true
PP-36,T.J. Hockenson,Minnesota Vikings,Insert,Power Players,false
PP-37,Maxx Crosby,Las Vegas Raiders,Insert,Power Players,false
PP-38,Aidan Hutchinson,Detroit Lions,Insert,Power Players,false
PP-39,T.J. Watt,Pittsburgh Steelers,Insert,Power Players,false
PP-40,Abdul Carter,New York Giants,Insert,Power Players,true
LOG-1,Kurt Warner,St. Louis Rams,Insert,Legends of the Gridiron,false
LOG-2,Michael Vick,Atlanta Falcons,Insert,Legends of the Gridiron,false
LOG-3,Doug Flutie,Buffalo Bills,Insert,Legends of the Gridiron,false
LOG-4,Jim Kelly,Buffalo Bills,Insert,Legends of the Gridiron,false
LOG-5,Jim McMahon,Chicago Bears,Insert,Legends of the Gridiron,false
LOG-6,Boomer Esiason,Cincinnati Bengals,Insert,Legends of the Gridiron,false
LOG-7,Troy Aikman,Dallas Cowboys,Insert,Legends of the Gridiron,false
LOG-8,Joe Montana,San Francisco 49ers,Insert,Legends of the Gridiron,false
LOG-9,Tom Brady,New England Patriots,Insert,Legends of the Gridiron,false
LOG-10,Peyton Manning,Indianapolis Colts,Insert,Legends of the Gridiron,false
LOG-11,Barry Sanders,Detroit Lions,Insert,Legends of the Gridiron,false
LOG-12,Earl Campbell,Houston Oilers,Insert,Legends of the Gridiron,false
LOG-13,Eric Dickerson,Los Angeles Rams,Insert,Legends of the Gridiron,false
LOG-14,Ricky Williams,Miami Dolphins,Insert,Legends of the Gridiron,false
LOG-15,Adrian Peterson,Minnesota Vikings,Insert,Legends of the Gridiron,false
LOG-16,Emmitt Smith,Dallas Cowboys,Insert,Legends of the Gridiron,false
LOG-17,Bo Jackson,Los Angeles Raiders,Insert,Legends of the Gridiron,false
LOG-18,Frank Gore,San Francisco 49ers,Insert,Legends of the Gridiron,false
LOG-19,Art Monk,Washington Redskins,Insert,Legends of the Gridiron,false
LOG-20,Terrell Owens,Philadelphia Eagles,Insert,Legends of the Gridiron,false
LOG-21,Jerry Rice,San Francisco 49ers,Insert,Legends of the Gridiron,false
LOG-22,Tim Brown,Oakland Raiders,Insert,Legends of the Gridiron,false
LOG-23,Keyshawn Johnson,New York Jets,Insert,Legends of the Gridiron,false
LOG-24,Julian Edelman,New England Patriots,Insert,Legends of the Gridiron,false
LOG-25,Randy Moss,Minnesota Vikings,Insert,Legends of the Gridiron,false
LOG-26,Isaac Bruce,St. Louis Rams,Insert,Legends of the Gridiron,false
LOG-27,Sterling Sharpe,Green Bay Packers,Insert,Legends of the Gridiron,false
LOG-28,Chad Johnson,Cincinnati Bengals,Insert,Legends of the Gridiron,false
LOG-29,Rob Gronkowski,New England Patriots,Insert,Legends of the Gridiron,false
LOG-30,Delanie Walker,Tennessee Titans,Insert,Legends of the Gridiron,false
LOG-31,Jason Witten,Dallas Cowboys,Insert,Legends of the Gridiron,false
LOG-32,Antonio Gates,San Diego Chargers,Insert,Legends of the Gridiron,false
LOG-33,Troy Polamalu,Pittsburgh Steelers,Insert,Legends of the Gridiron,false
LOG-34,Kam Chancellor,Seattle Seahawks,Insert,Legends of the Gridiron,false
LOG-35,DeAngelo Hall,Washington Redskins,Insert,Legends of the Gridiron,false
LOG-36,Richard Sherman,Seattle Seahawks,Insert,Legends of the Gridiron,false
LOG-37,Devin Hester,Chicago Bears,Insert,Legends of the Gridiron,false
LOG-38,Brian Dawkins,Philadelphia Eagles,Insert,Legends of the Gridiron,false
LOG-39,Ray Lewis,Baltimore Ravens,Insert,Legends of the Gridiron,false
LOG-40,Aaron Donald,Los Angeles Rams,Insert,Legends of the Gridiron,false
F15-1,Lamar Jackson,Baltimore Ravens,Insert,Fortune 15,false
F15-2,Ja'Marr Chase,Cincinnati Bengals,Insert,Fortune 15,false
F15-3,Saquon Barkley,Philadelphia Eagles,Insert,Fortune 15,false
F15-4,Justin Jefferson,Minnesota Vikings,Insert,Fortune 15,false
F15-5,Joe Burrow,Cincinnati Bengals,Insert,Fortune 15,false
F15-6,Patrick Mahomes II,Kansas City Chiefs,Insert,Fortune 15,false
F15-7,Josh Allen,Buffalo Bills,Insert,Fortune 15,false
F15-8,Brock Bowers,Las Vegas Raiders,Insert,Fortune 15,false
F15-9,CeeDee Lamb,Dallas Cowboys,Insert,Fortune 15,false
F15-10,Derrick Henry,Baltimore Ravens,Insert,Fortune 15,false
F15-11,Micah Parsons,Green Bay Packers,Insert,Fortune 15,false
F15-12,Jahmyr Gibbs,Detroit Lions,Insert,Fortune 15,false
F15-13,Amon-Ra St. Brown,Detroit Lions,Insert,Fortune 15,false
F15-14,Bijan Robinson,Atlanta Falcons,Insert,Fortune 15,false
F15-15,Malik Nabers,New York Giants,Insert,Fortune 15,false
F15-16,Caleb Williams,Chicago Bears,Insert,Fortune 15,false
F15-17,Jordan Love,Green Bay Packers,Insert,Fortune 15,false
F15-18,J.J. McCarthy,Minnesota Vikings,Insert,Fortune 15,false
F15-19,Tetairoa McMillan,Carolina Panthers,Insert,Fortune 15,true
F15-20,Travis Hunter,Jacksonville Jaguars,Insert,Fortune 15,true
F15-21,Emeka Egbuka,Tampa Bay Buccaneers,Insert,Fortune 15,true
F15-22,Cam Ward,Tennessee Titans,Insert,Fortune 15,true
F15-23,Jaxson Dart,New York Giants,Insert,Fortune 15,true
F15-24,Ashton Jeanty,Las Vegas Raiders,Insert,Fortune 15,true
F15-25,Omarion Hampton,Los Angeles Chargers,Insert,Fortune 15,true
F15-26,TreVeyon Henderson,New England Patriots,Insert,Fortune 15,true
F15-27,Cam Skattebo,New York Giants,Insert,Fortune 15,true
F15-28,Luther Burden III,Chicago Bears,Insert,Fortune 15,true
F15-29,Jacory Croskey-Merritt,Washington Commanders,Insert,Fortune 15,true
F15-30,Tyler Warren,Indianapolis Colts,Insert,Fortune 15,true
F15-31,Ray Lewis,Baltimore Ravens,Insert,Fortune 15,false
F15-32,Lawrence Taylor,New York Giants,Insert,Fortune 15,false
F15-33,Peyton Manning,Denver Broncos,Insert,Fortune 15,false
F15-34,Walter Payton,Chicago Bears,Insert,Fortune 15,false
F15-35,Tom Brady,Tampa Bay Buccaneers,Insert,Fortune 15,false
ACT-1,Lamar Jackson,Baltimore Ravens,Insert,All Chrome Team,false
ACT-2,Josh Allen,Buffalo Bills,Insert,All Chrome Team,false
ACT-3,Saquon Barkley,Philadelphia Eagles,Insert,All Chrome Team,false
ACT-4,Derrick Henry,Baltimore Ravens,Insert,All Chrome Team,false
ACT-5,Ja'Marr Chase,Cincinnati Bengals,Insert,All Chrome Team,false
ACT-6,Justin Jefferson,Minnesota Vikings,Insert,All Chrome Team,false
ACT-7,Amon-Ra St. Brown,Detroit Lions,Insert,All Chrome Team,false
ACT-8,CeeDee Lamb,Dallas Cowboys,Insert,All Chrome Team,false
ACT-9,Terry McLaurin,Washington Commanders,Insert,All Chrome Team,false
ACT-10,Brock Bowers,Las Vegas Raiders,Insert,All Chrome Team,false
ACT-11,George Kittle,San Francisco 49ers,Insert,All Chrome Team,false
ACT-12,Jordan Mailata,Philadelphia Eagles,Insert,All Chrome Team,false
ACT-13,Penei Sewell,Detroit Lions,Insert,All Chrome Team,false
ACT-14,Joe Thuney,Chicago Bears,Insert,All Chrome Team,false
ACT-15,Myles Garrett,Cleveland Browns,Insert,All Chrome Team,false
ACT-16,Trey Hendrickson,Cincinnati Bengals,Insert,All Chrome Team,false
ACT-17,Chris Jones,Kansas City Chiefs,Insert,All Chrome Team,false
ACT-18,Pat Surtain II,Denver Broncos,Insert,All Chrome Team,false
ACT-19,Derek Stingley Jr.,Houston Texans,Insert,All Chrome Team,false
ACT-20,Fred Warner,San Francisco 49ers,Insert,All Chrome Team,false
ACT-21,Roquan Smith,Baltimore Ravens,Insert,All Chrome Team,false
ACT-22,Zack Baun,Philadelphia Eagles,Insert,All Chrome Team,false
ACT-23,Kerby Joseph,Detroit Lions,Insert,All Chrome Team,false
ACT-24,Xavier McKinney,Green Bay Packers,Insert,All Chrome Team,false
ACT-25,Chris Boswell,Pittsburgh Steelers,Insert,All Chrome Team,false
RR-1,Cam Ward,Tennessee Titans,Insert,Chrome Radiating Rookies,true
RR-2,Tetairoa McMillan,Carolina Panthers,Insert,Chrome Radiating Rookies,true
RR-3,Ashton Jeanty,Las Vegas Raiders,Insert,Chrome Radiating Rookies,true
RR-4,Travis Hunter,Jacksonville Jaguars,Insert,Chrome Radiating Rookies,true
RR-5,Jaxson Dart,New York Giants,Insert,Chrome Radiating Rookies,true
RR-6,Colston Loveland,Chicago Bears,Insert,Chrome Radiating Rookies,true
RR-7,Omarion Hampton,Los Angeles Chargers,Insert,Chrome Radiating Rookies,true
RR-8,Tyler Warren,Indianapolis Colts,Insert,Chrome Radiating Rookies,true
RR-9,TreVeyon Henderson,New England Patriots,Insert,Chrome Radiating Rookies,true
RR-10,Matthew Golden,Green Bay Packers,Insert,Chrome Radiating Rookies,true
RR-11,Abdul Carter,New York Giants,Insert,Chrome Radiating Rookies,true
RR-12,Emeka Egbuka,Tampa Bay Buccaneers,Insert,Chrome Radiating Rookies,true
RR-13,Shedeur Sanders,Cleveland Browns,Insert,Chrome Radiating Rookies,true
RR-14,Kaleb Johnson,Pittsburgh Steelers,Insert,Chrome Radiating Rookies,true
RR-15,RJ Harvey,Denver Broncos,Insert,Chrome Radiating Rookies,true
RR-16,Luther Burden III,Chicago Bears,Insert,Chrome Radiating Rookies,true
RR-17,Cam Skattebo,New York Giants,Insert,Chrome Radiating Rookies,true
RR-18,Quinshon Judkins,Cleveland Browns,Insert,Chrome Radiating Rookies,true
RR-19,Jayden Higgins,Houston Texans,Insert,Chrome Radiating Rookies,true
RR-20,Jack Bech,Las Vegas Raiders,Insert,Chrome Radiating Rookies,true
UL-1,Joe Burrow,Cincinnati Bengals,Insert,Urban Legends,false
UL-2,Josh Allen,Buffalo Bills,Insert,Urban Legends,false
UL-3,Lamar Jackson,Baltimore Ravens,Insert,Urban Legends,false
UL-4,Caleb Williams,Chicago Bears,Insert,Urban Legends,false
UL-5,Jordan Love,Green Bay Packers,Insert,Urban Legends,false
UL-6,Drake London,Atlanta Falcons,Insert,Urban Legends,false
UL-7,Ladd McConkey,Los Angeles Chargers,Insert,Urban Legends,false
UL-8,Puka Nacua,Los Angeles Rams,Insert,Urban Legends,false
UL-9,Nico Collins,Houston Texans,Insert,Urban Legends,false
UL-10,Justin Herbert,Los Angeles Chargers,Insert,Urban Legends,false
UL-11,Patrick Mahomes II,Kansas City Chiefs,Insert,Urban Legends,false
UL-12,Jalen Hurts,Philadelphia Eagles,Insert,Urban Legends,false
UL-13,Josh Jacobs,Green Bay Packers,Insert,Urban Legends,false
UL-14,Bijan Robinson,Atlanta Falcons,Insert,Urban Legends,false
UL-15,Christian McCaffrey,San Francisco 49ers,Insert,Urban Legends,false
UL-16,Ja'Marr Chase,Cincinnati Bengals,Insert,Urban Legends,false
UL-17,Emeka Egbuka,Tampa Bay Buccaneers,Insert,Urban Legends,true
UL-18,Cam Ward,Tennessee Titans,Insert,Urban Legends,true
UL-19,Jaxson Dart,New York Giants,Insert,Urban Legends,true
UL-20,Ashton Jeanty,Las Vegas Raiders,Insert,Urban Legends,true
UL-21,Bo Nix,Denver Broncos,Insert,Urban Legends,false
UL-22,Rome Odunze,Chicago Bears,Insert,Urban Legends,false
UL-23,Omarion Hampton,Los Angeles Chargers,Insert,Urban Legends,true
UL-24,Travis Hunter,Jacksonville Jaguars,Insert,Urban Legends,true
UL-25,Cam Skattebo,New York Giants,Insert,Urban Legends,true
UL-26,Colston Loveland,Chicago Bears,Insert,Urban Legends,true
UL-27,Tyler Warren,Indianapolis Colts,Insert,Urban Legends,true
UL-28,Matthew Golden,Green Bay Packers,Insert,Urban Legends,true
UL-29,Terrell Owens,Dallas Cowboys,Insert,Urban Legends,false
UL-30,Walter Payton,Chicago Bears,Insert,Urban Legends,false
HX-1,Tom Brady,Tampa Bay Buccaneers,Insert,Helix,false
HX-2,Patrick Mahomes II,Kansas City Chiefs,Insert,Helix,false
HX-3,Josh Allen,Buffalo Bills,Insert,Helix,false
HX-4,Cam Ward,Tennessee Titans,Insert,Helix,true
HX-5,Caleb Williams,Chicago Bears,Insert,Helix,false
HX-6,Bo Nix,Denver Broncos,Insert,Helix,false
HX-7,CeeDee Lamb,Dallas Cowboys,Insert,Helix,false
HX-8,Ja'Marr Chase,Cincinnati Bengals,Insert,Helix,false
HX-9,Justin Jefferson,Minnesota Vikings,Insert,Helix,false
HX-10,Puka Nacua,Los Angeles Rams,Insert,Helix,false
HX-11,Bijan Robinson,Atlanta Falcons,Insert,Helix,false
HX-12,Brock Purdy,San Francisco 49ers,Insert,Helix,false
HX-13,Saquon Barkley,Philadelphia Eagles,Insert,Helix,false
HX-14,Omarion Hampton,Los Angeles Chargers,Insert,Helix,true
HX-15,Luther Burden III,Chicago Bears,Insert,Helix,true
HX-16,Justin Herbert,Los Angeles Chargers,Insert,Helix,false
HX-17,Jayden Daniels,Washington Commanders,Insert,Helix,false
HX-18,Joe Burrow,Cincinnati Bengals,Insert,Helix,false
HX-19,Jalen Hurts,Philadelphia Eagles,Insert,Helix,false
HX-20,Lamar Jackson,Baltimore Ravens,Insert,Helix,false
HX-21,Aaron Rodgers,Pittsburgh Steelers,Insert,Helix,false
HX-22,J.J. McCarthy,Minnesota Vikings,Insert,Helix,false
HX-23,Matthew Golden,Green Bay Packers,Insert,Helix,true
HX-24,Travis Hunter,Jacksonville Jaguars,Insert,Helix,true
HX-25,Jaxson Dart,New York Giants,Insert,Helix,true
HX-26,Ashton Jeanty,Las Vegas Raiders,Insert,Helix,true
HX-27,Jayden Higgins,Houston Texans,Insert,Helix,true
HX-28,Abdul Carter,New York Giants,Insert,Helix,true
HX-29,Derrick Henry,Baltimore Ravens,Insert,Helix,false
HX-30,Tetairoa McMillan,Carolina Panthers,Insert,Helix,true
1,Marvin Harrison Jr.,Arizona Cardinals,Insert,Chrome Etch Variation,false
5,Kyler Murray,Arizona Cardinals,Insert,Chrome Etch Variation,false
15,Michael Penix Jr.,Atlanta Falcons,Insert,Chrome Etch Variation,false
16,Bijan Robinson,Atlanta Falcons,Insert,Chrome Etch Variation,false
24,Lamar Jackson,Baltimore Ravens,Insert,Chrome Etch Variation,false
25,Derrick Henry,Baltimore Ravens,Insert,Chrome Etch Variation,false
34,Josh Allen,Buffalo Bills,Insert,Chrome Etch Variation,false
40,Bryce Young,Carolina Panthers,Insert,Chrome Etch Variation,false
49,Rome Odunze,Chicago Bears,Insert,Chrome Etch Variation,false
52,Caleb Williams,Chicago Bears,Insert,Chrome Etch Variation,false
58,Ja'Marr Chase,Cincinnati Bengals,Insert,Chrome Etch Variation,false
61,Joe Burrow,Cincinnati Bengals,Insert,Chrome Etch Variation,false
69,David Njoku,Cleveland Browns,Insert,Chrome Etch Variation,false
76,CeeDee Lamb,Dallas Cowboys,Insert,Chrome Etch Variation,false
79,Dak Prescott,Dallas Cowboys,Insert,Chrome Etch Variation,false
88,Bo Nix,Denver Broncos,Insert,Chrome Etch Variation,false
98,Amon-Ra St. Brown,Detroit Lions,Insert,Chrome Etch Variation,false
101,Jahmyr Gibbs,Detroit Lions,Insert,Chrome Etch Variation,false
109,Jordan Love,Green Bay Packers,Insert,Chrome Etch Variation,false
110,Josh Jacobs,Green Bay Packers,Insert,Chrome Etch Variation,false
115,Nico Collins,Houston Texans,Insert,Chrome Etch Variation,false
119,CJ Stroud,Houston Texans,Insert,Chrome Etch Variation,false
130,Jonathan Taylor,Indianapolis Colts,Insert,Chrome Etch Variation,false
138,Trevor Lawrence,Jacksonville Jaguars,Insert,Chrome Etch Variation,false
148,Patrick Mahomes II,Kansas City Chiefs,Insert,Chrome Etch Variation,false
150,Travis Kelce,Kansas City Chiefs,Insert,Chrome Etch Variation,false
156,Ladd McConkey,Los Angeles Chargers,Insert,Chrome Etch Variation,false
158,Justin Herbert,Los Angeles Chargers,Insert,Chrome Etch Variation,false
166,Puka Nacua,Los Angeles Rams,Insert,Chrome Etch Variation,false
169,Matthew Stafford,Los Angeles Rams,Insert,Chrome Etch Variation,false
178,Brock Bowers,Las Vegas Raiders,Insert,Chrome Etch Variation,false
185,Tyreek Hill,Miami Dolphins,Insert,Chrome Etch Variation,false
187,Tua Tagovailoa,Miami Dolphins,Insert,Chrome Etch Variation,false
195,Justin Jefferson,Minnesota Vikings,Insert,Chrome Etch Variation,false
199,J.J. McCarthy,Minnesota Vikings,Insert,Chrome Etch Variation,false
207,Drake Maye,New England Patriots,Insert,Chrome Etch Variation,false
215,Alvin Kamara,New Orleans Saints,Insert,Chrome Etch Variation,false
225,Malik Nabers,New York Giants,Insert,Chrome Etch Variation,false
235,Garrett Wilson,New York Jets,Insert,Chrome Etch Variation,false
237,Justin Fields,New York Jets,Insert,Chrome Etch Variation,false
247,Jalen Hurts,Philadelphia Eagles,Insert,Chrome Etch Variation,false
248,Saquon Barkley,Philadelphia Eagles,Insert,Chrome Etch Variation,false
254,DK Metcalf,Pittsburgh Steelers,Insert,Chrome Etch Variation,false
255,Aaron Rodgers,Pittsburgh Steelers,Insert,Chrome Etch Variation,false
262,Brock Purdy,San Francisco 49ers,Insert,Chrome Etch Variation,false
263,Christian McCaffrey,San Francisco 49ers,Insert,Chrome Etch Variation,false
276,Kenneth Walker III,Seattle Seahawks,Insert,Chrome Etch Variation,false
281,Baker Mayfield,Tampa Bay Buccaneers,Insert,Chrome Etch Variation,false
291,Calvin Ridley,Tennessee Titans,Insert,Chrome Etch Variation,false
295,Jayden Daniels,Washington Commanders,Insert,Chrome Etch Variation,false
302,Mason Graham,Cleveland Browns,Insert,Chrome Etch Variation,true
306,Jaxson Dart,New York Giants,Insert,Chrome Etch Variation,true
308,Dylan Sampson,Cleveland Browns,Insert,Chrome Etch Variation,true
312,Emeka Egbuka,Tampa Bay Buccaneers,Insert,Chrome Etch Variation,true
313,Antwane Wells Jr.,New York Giants,Insert,Chrome Etch Variation,true
314,Cam Ward,Tennessee Titans,Insert,Chrome Etch Variation,true
315,Shedeur Sanders,Cleveland Browns,Insert,Chrome Etch Variation,true
316,Quinn Ewers,Miami Dolphins,Insert,Chrome Etch Variation,true
317,Dillon Gabriel,Cleveland Browns,Insert,Chrome Etch Variation,true
318,Riley Leonard,Indianapolis Colts,Insert,Chrome Etch Variation,true
319,Brady Cook,New York Jets,Insert,Chrome Etch Variation,true
320,Isaac TeSlaa,Detroit Lions,Insert,Chrome Etch Variation,true
321,Will Howard,Pittsburgh Steelers,Insert,Chrome Etch Variation,true
322,Ashton Jeanty,Las Vegas Raiders,Insert,Chrome Etch Variation,true
323,Kaleb Johnson,Pittsburgh Steelers,Insert,Chrome Etch Variation,true
324,Omarion Hampton,Los Angeles Chargers,Insert,Chrome Etch Variation,true
325,Quinshon Judkins,Cleveland Browns,Insert,Chrome Etch Variation,true
326,Tetairoa McMillan,Carolina Panthers,Insert,Chrome Etch Variation,true
327,Ollie Gordon II,Miami Dolphins,Insert,Chrome Etch Variation,true
328,TreVeyon Henderson,New England Patriots,Insert,Chrome Etch Variation,true
329,Jordan James,San Francisco 49ers,Insert,Chrome Etch Variation,true
330,RJ Harvey,Denver Broncos,Insert,Chrome Etch Variation,true
331,Cam Skattebo,New York Giants,Insert,Chrome Etch Variation,true
332,Travis Hunter,Jacksonville Jaguars,Insert,Chrome Etch Variation,true
333,Matthew Golden,Green Bay Packers,Insert,Chrome Etch Variation,true
334,Luther Burden III,Chicago Bears,Insert,Chrome Etch Variation,true
336,Elic Ayomanor,Tennessee Titans,Insert,Chrome Etch Variation,true
337,Jalen Royals,Kansas City Chiefs,Insert,Chrome Etch Variation,true
338,Tre Harris III,Los Angeles Chargers,Insert,Chrome Etch Variation,true
340,Savion Williams,Green Bay Packers,Insert,Chrome Etch Variation,true
341,Isaiah Bond,Cleveland Browns,Insert,Chrome Etch Variation,true
342,Tez Johnson,Tampa Bay Buccaneers,Insert,Chrome Etch Variation,true
343,Jayden Higgins,Houston Texans,Insert,Chrome Etch Variation,true
345,Colston Loveland,Chicago Bears,Insert,Chrome Etch Variation,true
346,Tyler Warren,Indianapolis Colts,Insert,Chrome Etch Variation,true
347,Malaki Starks,Baltimore Ravens,Insert,Chrome Etch Variation,true
349,Will Johnson,Arizona Cardinals,Insert,Chrome Etch Variation,true
350,Abdul Carter,New York Giants,Insert,Chrome Etch Variation,true
351,James Pearce Jr.,Atlanta Falcons,Insert,Chrome Etch Variation,true
352,Mykel Williams,San Francisco 49ers,Insert,Chrome Etch Variation,true
353,Nic Scourton,Carolina Panthers,Insert,Chrome Etch Variation,true
355,Benjamin Morrison,Tampa Bay Buccaneers,Insert,Chrome Etch Variation,true
356,JT Tuimoloau,Indianapolis Colts,Insert,Chrome Etch Variation,true
357,Jack Sawyer,Pittsburgh Steelers,Insert,Chrome Etch Variation,true
379,Will Campbell,New England Patriots,Insert,Chrome Etch Variation,true
380,Jonah Savaiinaea,Miami Dolphins,Insert,Chrome Etch Variation,true
389,Bhayshul Tuten,Jacksonville Jaguars,Insert,Chrome Etch Variation,true
390,DJ Giddens,Indianapolis Colts,Insert,Chrome Etch Variation,true
394,Kaden Prather,Buffalo Bills,Insert,Chrome Etch Variation,true
395,Tai Felton,Minnesota Vikings,Insert,Chrome Etch Variation,true
4,Trey McBride,Arizona Cardinals,Insert,Image Variation,false
24,Lamar Jackson,Baltimore Ravens,Insert,Image Variation,false
25,Derrick Henry,Baltimore Ravens,Insert,Image Variation,false
34,Josh Allen,Buffalo Bills,Insert,Image Variation,false
52,Caleb Williams,Chicago Bears,Insert,Image Variation,false
58,Ja'Marr Chase,Cincinnati Bengals,Insert,Image Variation,false
61,Joe Burrow,Cincinnati Bengals,Insert,Image Variation,false
76,CeeDee Lamb,Dallas Cowboys,Insert,Image Variation,false
79,Dak Prescott,Dallas Cowboys,Insert,Image Variation,false
88,Bo Nix,Denver Broncos,Insert,Image Variation,false
98,Amon-Ra St. Brown,Detroit Lions,Insert,Image Variation,false
101,Jahmyr Gibbs,Detroit Lions,Insert,Image Variation,false
109,Jordan Love,Green Bay Packers,Insert,Image Variation,false
110,Josh Jacobs,Green Bay Packers,Insert,Image Variation,false
148,Patrick Mahomes II,Kansas City Chiefs,Insert,Image Variation,false
150,Travis Kelce,Kansas City Chiefs,Insert,Image Variation,false
156,Ladd McConkey,Los Angeles Chargers,Insert,Image Variation,false
158,Justin Herbert,Los Angeles Chargers,Insert,Image Variation,false
166,Puka Nacua,Los Angeles Rams,Insert,Image Variation,false
195,Justin Jefferson,Minnesota Vikings,Insert,Image Variation,false
225,Malik Nabers,New York Giants,Insert,Image Variation,false
247,Jalen Hurts,Philadelphia Eagles,Insert,Image Variation,false
248,Saquon Barkley,Philadelphia Eagles,Insert,Image Variation,false
263,Christian McCaffrey,San Francisco 49ers,Insert,Image Variation,false
295,Jayden Daniels,Washington Commanders,Insert,Image Variation,false
401,Tom Brady,New England Patriots,Insert,Image Variation,false
402,Walter Payton,Chicago Bears,Insert,Image Variation,false
403,Peyton Manning,Indianapolis Colts,Insert,Image Variation,false
404,Barry Sanders,Detroit Lions,Insert,Image Variation,false
405,Randy Moss,Minnesota Vikings,Insert,Image Variation,false
306,Jaxson Dart,New York Giants,Insert,Image Variation,true
312,Emeka Egbuka,Tampa Bay Buccaneers,Insert,Image Variation,true
314,Cam Ward,Tennessee Titans,Insert,Image Variation,true
315,Shedeur Sanders,Cleveland Browns,Insert,Image Variation,true
322,Ashton Jeanty,Las Vegas Raiders,Insert,Image Variation,true
323,Kaleb Johnson,Pittsburgh Steelers,Insert,Image Variation,true
324,Omarion Hampton,Los Angeles Chargers,Insert,Image Variation,true
326,Tetairoa McMillan,Carolina Panthers,Insert,Image Variation,true
328,TreVeyon Henderson,New England Patriots,Insert,Image Variation,true
330,RJ Harvey,Denver Broncos,Insert,Image Variation,true
332,Travis Hunter,Jacksonville Jaguars,Insert,Image Variation,true
333,Matthew Golden,Green Bay Packers,Insert,Image Variation,true
334,Luther Burden III,Chicago Bears,Insert,Image Variation,true
338,Tre Harris III,Los Angeles Chargers,Insert,Image Variation,true
343,Jayden Higgins,Houston Texans,Insert,Image Variation,true
345,Colston Loveland,Chicago Bears,Insert,Image Variation,true
346,Tyler Warren,Indianapolis Colts,Insert,Image Variation,true
350,Abdul Carter,New York Giants,Insert,Image Variation,true
388,Jack Bech,Las Vegas Raiders,Insert,Image Variation,true
398,Tyler Shough,New Orleans Saints,Insert,Image Variation,true
SE-1,Patrick Mahomes II,Kansas City Chiefs,Insert,Shadow Etch,false
SE-2,Josh Allen,Buffalo Bills,Insert,Shadow Etch,false
SE-3,Lamar Jackson,Baltimore Ravens,Insert,Shadow Etch,false
SE-4,Joe Burrow,Cincinnati Bengals,Insert,Shadow Etch,false
SE-5,Jalen Hurts,Philadelphia Eagles,Insert,Shadow Etch,false
SE-6,CJ Stroud,Houston Texans,Insert,Shadow Etch,false
SE-7,Caleb Williams,Chicago Bears,Insert,Shadow Etch,false
SE-8,Jayden Daniels,Washington Commanders,Insert,Shadow Etch,false
SE-9,Cam Ward,Tennessee Titans,Insert,Shadow Etch,true
SE-10,Jordan Love,Green Bay Packers,Insert,Shadow Etch,false
SE-11,Christian McCaffrey,San Francisco 49ers,Insert,Shadow Etch,false
SE-12,Bijan Robinson,Atlanta Falcons,Insert,Shadow Etch,false
SE-13,Jahmyr Gibbs,Detroit Lions,Insert,Shadow Etch,false
SE-14,Saquon Barkley,Philadelphia Eagles,Insert,Shadow Etch,false
SE-15,Derrick Henry,Baltimore Ravens,Insert,Shadow Etch,false
SE-16,Breece Hall,New York Jets,Insert,Shadow Etch,false
SE-17,Jonathan Taylor,Indianapolis Colts,Insert,Shadow Etch,false
SE-18,Ashton Jeanty,Las Vegas Raiders,Insert,Shadow Etch,true
SE-19,TreVeyon Henderson,New England Patriots,Insert,Shadow Etch,true
SE-20,Omarion Hampton,Los Angeles Chargers,Insert,Shadow Etch,true
SE-21,Justin Jefferson,Minnesota Vikings,Insert,Shadow Etch,false
SE-22,Ja'Marr Chase,Cincinnati Bengals,Insert,Shadow Etch,false
SE-23,CeeDee Lamb,Dallas Cowboys,Insert,Shadow Etch,false
SE-24,Amon-Ra St. Brown,Detroit Lions,Insert,Shadow Etch,false
SE-25,Puka Nacua,Los Angeles Rams,Insert,Shadow Etch,false
SE-26,Malik Nabers,New York Giants,Insert,Shadow Etch,false
SE-27,Emeka Egbuka,Tampa Bay Buccaneers,Insert,Shadow Etch,true
SE-28,Travis Kelce,Kansas City Chiefs,Insert,Shadow Etch,false
SE-29,Trey McBride,Arizona Cardinals,Insert,Shadow Etch,false
